internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
136254,Lepilemur randrianasoloi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,randrianasoloi,,,,,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall &amp; Rumpler, 2017","<em>Lepilemur randrianasoloi</em> was described by Andriaholinirina <em>et al</em>. (2006) with the name of <em>Lepilemur randrianasoli</em>, but being named after Georges Randrianosolo, the name should be <em>randrianasoloi</em>. Amended by Hoffmann <em>et al</em>. (2009) and in a re-description of the species by Andriaholinirina <em>et al</em>. (2017). The reason for the re-descriptions of this species was because the first description was published online before 2012 and the nomina were as such nomenclaturally unavailable."
136263,Lepilemur fleuretae,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,fleuretae,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006), all diagnosed exclusively on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming."
136269,Eulemur rufifrons,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,rufifrons,,,,,"(Bennett, 1833)","<span class=""datalabel1"">Until recently <em>Eulemur rufifrons</em> was considered to be a junior synonym of <em>E. rufus</em> (e.g., Groves 2005), but genetic and preliminary morphological evidence now suggest that <em>E. rufifrons</em> is distinct (Pastorini <em>et al.</em> 2003, Groves 2006).</span>"
136285,Avahi peyrierasi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,peyrierasi,,,,,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall &amp; Rumpler, 2006",Molecular sequence data from studies led by Lei and Andriantompohavana may result in the discovery of three new species from this species (E.E. Louis Jr. pers. obs).
136311,Lepilemur wrightae,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,wrightae,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006), all diagnosed exclusively based on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming. The original latin species name is here amended from the original description following Hoffmann <em>et al</em>. (2009).</span>"
136335,Avahi cleesei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,cleesei,,,,,"Thalmann &amp; Geissmann, 2005",The taxonomic validity of this species has been confirmed by Andriantompohavana <em>et al.</em> (2007) and Lei <em>et al.</em> (2008).</span>
136369,Avahi meridionalis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,meridionalis,,,,,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall &amp; Rumpler, 2006",
136376,Lepilemur aeeclis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,aeeclis,,,,,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall &amp; Rumpler, 2017","<p>Tattersall (2007) cautioned that the <em>Lepilemur </em>species reported by Louis <em>et al. </em>(2006) - inclusive of this species, <em>Lepilemur aeeclis</em> in Andriaholinirina<em> et al</em>. (2006) - were diagnosed exclusively on genetic distance and all allopatric be treated with extreme caution until supporting data are forthcoming. However,&#160;Lei <em>et al</em>. (2016) subsequently established through delmination analyses of mitogenomic data, that this species is valid despite allopatry.</p>"
136384,Hapalemur meridionalis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Hapalemur,meridionalis,,,,,"Warter, Randrianasolo, Dutrillaux &amp; Rumpler, 1987","Although this species was not recognized as distinct by Groves (2001), who retained it as a subspecies of <em>Hapalemur griseus</em>, its distinct status is supported by cytogenetic and molecular data (Fausser <em>et al.</em> 2002)."
136434,Avahi ramanantsoavanai,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,ramanantsoavanai,,,,,"Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall &amp; Rumpler, 2006","Although described as a subspecies of <i>A. meridionalis</i> by Zaramody <i>et al.</i> (2006), it is here treated as distinct following Andriantompohavana <i>et al</i>. (2007) who examined the taxonomy of <i>Avahi</i> according to the Phylogenetic Species Concept."
136491,Lepilemur jamesorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,jamesorum,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","<p>Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006), all diagnosed exclusively on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming. An exception to this would appear to be <em>L. jamesorum</em>, which has been shown to have a diploid chromosome number of 2n = 26 and differs in six to 23 chromosomal rearrangements from all other karyotyped sportive lemur species (Andriaholinirina <em>et al</em>. 2006). &#160;<br/> <br/> The original Latin species name is here emended from the original description following Hoffmann <em>et al</em>. (2009).</span></p>"
136537,Microcebus bongolavensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,bongolavensis,,,,,"Olivieri, Zimmermann, Randrianambinina, Rasoloharijaona, Rakotondravony, Guschanski &amp; Radespiel, 2007",
136609,Lepilemur milanoii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,milanoii,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006) (that were all diagnosed exclusively on genetic distance and all allopatric) be treated with extreme caution until supporting data are forthcoming. This species primarily lives in allopatry with its distribution range is thought to be mostly limited to the Loky-Manambato (Daraina) region in northern Madagascar; however, it does exist in sympatry with <em>L. ankaranensis</em> in Andrafiamena (Anjahakely Protected Area). Nonetheless, Lei <em>et al</em>. (2016) subsequently established through delimitation analyses of mitogenomic data, that this species is valid despite allopatry."
136645,Lepilemur sahamalaza,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,sahamalaza,,,,,"Andriaholinirina, Fausser, Roos, Zinner, Thalmann, Rabarivola, Ravoarimanana, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall &amp; Rumpler, 2017","Zinner <em>et al.</em> (2007) examined conflicting results in the genetic analysis of sportive lemurs in northwestern Madagascar, those within the range of what once was considered to be <em>Lepilemur dorsalis</em>. Since the type localities of <em>L. dorsalis</em> Gray, 1871 and <em>L. grandidieri</em> Forsyth Major, 1894, were both “Northwest Madagascar”, the proper name of one or two of the new species from the region (<em>sahamalazensis</em>, <em>grewcocki</em>, <em>mittermeieri</em>, <em>tymlerachsoni</em>) could be either of these two. The true ""<em>dorsalis</em>"", as such, had not been identified, and no attempt has been made to identify <em>grandidieri</em>, formerly a junior synonym of <em>dorsalis</em>. Genetic analysis of the holotypes of <em>dorsalis</em> and <em>grandidieri</em> is needed to resolve this. Zinner <em>et al</em>. (2007) indicated, therefore, that <em>tymerlachsoni</em> and/or <em>mittermeieri</em> might be junior synonyms.<br/><br/><em>Lepilemur randrianasoloi</em> was described by Andriaholinirina <em>et al</em>. (2006) with the name of <em>Lepilemur randrianasoli</em>, but being named after Georges Randrianosolo, the name should be <em>randrianasoloi</em>. Amended by Hoffmann <em>et al</em>. (2009) and in a re-description of the species by Andriaholinirina <em>et al</em>. (2017). <em>Lepilemur aeeclis</em> was re-described by Andriaholinirina <em>et al</em>. in 2017. <em>Lepilemur sahamalaza</em> was first described and named by Andriaholinirina <em>et al</em>. (2006), and was re-described and renamed as <em>Lepilemur sahamalaza</em>&#160;by Andriaholinirina <em>et al</em>. (2017).&#160; The reason for the re-descriptions of these three species was because the first descriptions were published online before 2012 and the nomina were as such nomenclaturally unavailable.&#160; The change in species name for the Sahamalaza Sportive Lemur from <em>sahamalazensis</em> to <em>sahamalaza </em>was required because it is a noun in apposition, and therefore grammatically invariable (Andriaholinirina <em>et al</em>. 2017)"
136662,Lepilemur betsileo,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,betsileo,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <i>Lepilemur</i> species reported by Louis <i>et al.</i> (2006), all diagnosed exclusively on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming."
136677,Lepilemur petteri,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,petteri,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006), all diagnosed exclusively on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming. However, in Lei<em> et al. </em>(2016), the authors subsequently established through delmination analyses of mitogenomic data that this species is valid despite allopatry."
136707,Lepilemur seali,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,seali,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> 2006 (that were all diagnosed exclusively on genetic distance and all allopatric) be treated with extreme caution until supporting data are forthcoming. However, Lei <em>et al</em>. (2016) subsequently established through delimitation analyses of mitogenomic data that this species is valid despite allopatry."
136709,Lepilemur tymerlachsoni,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,tymerlachsoni,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","<p>The original Latin species name (<em>tymerlachsoni</em>) is a combination of different names of individuals from the Hawk family. The species has occasionally been incorrectly referred to as <em>tymerlachsonorum </em>(e.g. Hoffman <em>et al</em>. 2009)<em>&#160;</em>but the species should be referred to using the original Latin name.<br/><br/>Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em>&#160;(2006) that were all diagnosed exclusively on genetic distance and all allopatric be treated with extreme caution until supporting data are forthcoming. However, Lei <em>et al</em>. (2016) subsequently established through delimtnation analyses of mitogenomic data that this species is valid despite allopatry.<br/><br/>Since the locations of holotype specimens for <em>Lepilemur dorsalis</em> and <em>L. grandidieri</em> have not been established other than “Northwest Madagascar”, taxonomic uncertainty still exists within the numerous sportive lemurs described in the mid-2000s (Andriaholinirina <em>et al</em>. 2006, Craul <em>et al</em>. 2007, and Louis <em>et al</em>. 2006). In Zinner <em>et al</em>. (2007), the authors examined conflicting conclusions based on the genetic analysis of sportive lemurs in northwestern Madagascar, specifically those within in the range of what once considered to be <em>Lepilemur dorsalis</em>. Since the type localities of <em>L. dorsalis</em> Gray, 1871 and <em>L. grandidieri</em> Forsyth Major, 1894, were both ""Northwest Madagascar"", the proper name of one or two of the new species from the region (<em>L</em>. <em>sahamalazensis</em>, <em>L<em>. grewcockorum</em></em>,<em> L.</em> <em>mittermeieri</em>, and <em>L<em>. tymerlachsoni</em></em>) could be either synonyms of these two sportive lemurs. The true locality of the <em>Lepilemur</em> ""<em>dorsalis</em>"", as such, had not been identified. Nor has the locality of <em>L. <em>grandidieri</em></em>, formerly a junior synonym of <em>dorsalis</em>. Genetic analysis of the holotypes of <em>dorsalis</em> and <em>grandidieri</em> are needed to resolve this taxonomic question.</p>"
136731,Lepilemur ankaranensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,ankaranensis,,,,,"Rumpler &amp; Albignac, 1975","This species was formerly included as a subspecies of the <em>Lepilemur septentrionalis </em>complex, but eventually was proposed full species status from <em>L. septentrionalis ankaranensis</em> to <em>Lepilemur ankaranensis</em> based on cytogenetic data (Rumpler <em>et al.</em> 2001).&#160; <em>Lepilemur ankaranensis</em> is now known only from Ankarana, Andrafiamena, and Analamerana."
163314538,Microcebus simmonsi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,simmonsi,,,,,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor &amp; Brenneman, 2006",
136761,Lepilemur hubbardorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,hubbardorum,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006","The original latin species name is here emended from the original description following Hoffmann <span style=""font-style: italic;"">et al</span>. (2009)."
136767,Avahi betsileo,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,betsileo,,,,,"Andriantompohavana, Lei, Zaonarivelo, Engberg, Nalanirina, McGuire, Shore, Andrianasolo, Herrington, Brenneman &amp; Louis Jr., 2007",
136771,Lepilemur grewcockorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,grewcockorum,,,,,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, &amp; Brenneman, 2006","<p>The original Latin species name is here emended from the original description following Hoffmann <em>et al</em>. (2009).</p><p><br/></p><p>Tattersall (2007) has cautioned that the <em>Lepilemur</em> species reported by Louis <em>et al.</em> (2006), all diagnosed exclusively on genetic distance and all allopatric, be treated with extreme caution until supporting data are forthcoming. However, in Lei et al. 2016, the authors subsequently established through delmination analyses of mitogenomic data that this species is valid despite allopatry, showing that <em>L. manasamody</em> is a junior synonym of <em>L. grewcockorum</em>.&#160;</p> <br/> <a name=""_Hlk27598414"">Since the holotype locations of <em>Lepilemur dorsalis</em> and <em>L. grandidieri</em> have not been established, taxonomic uncertainty still exists within the numerous sportive lemurs described in the mid-2000’s (Andriaholinirina <em>et al.</em> 2006; Craul <em>et al.</em> 2007; and Louis <em>et al.</em> 2006). In Zinner <em>et al</em>. (2007), the authors examined conflicting conclusions based on the genetic analysis of sportive lemurs in northwestern Madagascar, specifically those within in the range of what once considered to be <em>Lepilemur dorsalis</em>. Since the type localities of <em>L. dorsalis</em> Gray, 1871 and <em>L. grandidieri</em> Forsyth Major, 1894, were both ""Northwest Madagascar"", the proper name of one or two of the new species from the region (<em>L</em>. <em>sahamalazensis</em>, <em>L<em>. grewcockorum</em></em>,<em> L.</em> <em>mittermeieri</em>, and <em>L<em>. tymerlachsonorum</em></em>) could be either synonyms of these two sportive lemurs. The true locality of the <em>Lepilemur</em> ""<em>dorsalis</em>"", as such, had not been identified. Nor has the locality of <em>L. <em>grandidieri</em></em>, formerly a junior synonym of <em>dorsalis</em>. Genetic analysis of the holotypes of <em>dorsalis</em> and <em>grandidieri</em> are needed to resolve this taxonomic question. </a>Zinner <em>et al</em>. (2007) also indicated that <em>L. manasamody</em>, described by Craul <em>et al</em>. (2007), is probably a junior synonym of <em>L. grewcockorum</em>, as sampling sites were less than two km apart, with no evident geographic barrier."
136796,Lepilemur otto,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,otto,,,,,"Craul, Zimmermann, Rasoloharijaona, Randrianambinina &amp; Radespiel, 2007",
16971364,Microcebus margotmarshae,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,margotmarshae,,,,,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey, Mittermeier &amp; Lei, 2008",
16971390,Microcebus arnholdi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,arnholdi,,,,,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey, Mittermeier &amp; Lei, 2008",
16971425,Microcebus macarthurii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,macarthurii,,,,,"Radespiel, Olivieri, Rasolofoson, Rakotondratsimba, Rakotonirainy, Rasoloharijaona, Randrianambinina, Ratsimbazafy, Ratelolahy, Randriamboavonjy, Rasolofoharivelo, Craul, Rakotozafy &amp; Randrianarison, 2008",
16971489,Lepilemur hollandorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,hollandorum,,,,,"Ramaromilanto, Lei, Engberg, Johnson, Sitzmann &amp; Louis , 2009",
16971518,Lepilemur scottorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,scottorum,,,,,"Lei, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman &amp; Louis, 2008",
16971566,Avahi mooreorum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Avahi,mooreorum,,,,,"Lei, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman &amp; Louis, 2008",
163023599,Cheirogaleus medius,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,medius,,,,,"É. Geoffroy Saint-Hilaire, 1812","The genus <em>Cheirogaleus</em> is under taxonomic revision. <em>C. medius </em>was recognized as one of three distinctive lineages (along with<em> C. crossleyi, C. major</em>) by Groeneveld <em>et al.</em> (2009) based on molecular and morphometric data. More recently, this lineage has been broken down into: a- two newly described species: <em>C. shethi </em>from Ankarana, Analamerana and Loky-Manambato in the N, and <em>C. thomasi </em>from St Luce to Petriky, in the SE; b-four unconfirmed candidate species: from Ambanja/Ambato in the N, Anjiamangirana in the NW, Mariarano in the NW and Tsiombikibo in the NW; and c-one confirmed candidate species: Sambava in the NE (Frasier <em>et al.</em>, 2016; Lei <em>et al</em>., 2014). Thus, although <em>Cheirogaleus medius </em>was previously known to have a broad geographic distribution in western dry deciduous forests, as well as littoral southeastern forests and northeastern forests, is now confined to a few western dry deciduous forests exclusively."
54778911,Cheirogaleus major,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,major,,,,,"É. Geoffroy Saint-Hilaire, 1812","Based on the general metapopulation lineage concept and multiple sources of data, Groeneveld <em>et al.</em> (2009) clarified the exclusivity of three of the seven recognized dwarf lemur species: <em>Cheirogaleus major</em>, C<em>.medius</em> and <em>C. crossleyi</em>. These three species were found to be genealogically exclusive in both mtDNA and nDNA loci, and furthermore, they exhibit morphological distinctiveness. Molecular and morphometric data support the hypothesis that <em>C. adipicaudatus</em> and <em>C. ravus</em> are synonymous with <em>C. medius</em> and <em>C. major</em>, respectively. Since last IUCN assessments, genetic information became available for several populations of dwarf lemurs, some of which were confirmed to be <em>C. major</em>. It is likely that the “major” lineage will be broken down into more species in the near future."
59544947,Microcebus rufus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,rufus,,,,,"(É. Geoffroy, 1834)","Up until recently, the geographic range of <em>Microcebus rufus</em> was believed to extend throughout Madagascar’s eastern forests from Tolagnaro (= Fort Dauphin) in the south perhaps as far as the Tsaratanana Massif and the region of Daraina in the north. However, field work and analyses of molecular data resulted in the identification of several new species within this distribution, including the newly described <em>M. lehilahytsara</em>, <em>M. mittermeieri</em>, <em>M. simmonsi</em>, and <em>M. jollyae</em> (Louis <em>et al.</em> 2006)."
112465090,Microtus irani,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,irani,,,,,"O. Thomas, 1921","<p>This is the new taxonomic concept for <em>M. irani</em>. Previously collected specimens that were recorded as <em>Microtus irani</em> from southeastern Turkey were reevaluated by karyologically comparing different species distributed throughout southeastern Turkey. The taxonomic status of this species was raised to a new species, <em>Microtus elbeyli</em> sp. nov. (Yigit <em>et al.</em> 2016).&#160;</p>"
115603857,Opisthotropis shenzhenensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,shenzhenensis,,,,,"Wang, Guo, Liu. Lyu. Wang, Luo, Sun &amp; Zhang, 2017",
115604119,Rhinophis roshanpererai,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,roshanpererai,,,,,"Wickramasinghe, Vidanapathirana, Rajeev &amp; Gower, 2017",
115604135,Rhinophis goweri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,goweri,,,,,"Aengals &amp; Ganesh, 2013",
197169,Rhinophis melanogaster,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,melanogaster,,,,,"(Gray, 1858)",This represents a species complex that needs taxonomic revision&#160;(M. Wickramasinghe and N. Wickramasinghe pers comm. 2019).
197168,Rhinophis phillipsi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,phillipsi,,,,,"(Nicholls, 1929)",
197173,Rhinophis philippinus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,philippinus,,,,,"(Cuvier, 1829)","<span style=""background-color: white;"">According to Pyron<em> et al.</em> (2016), a phylogeographic study may reveal cryptic species within this taxon, which is recognized as a species complex (M. Wickramasinghe pers. comm. 2019).&#160;</span>"
115604249,Rhinophis saffragamus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,saffragamus,,,,,"(Kelaart, 1853)","Pyron <em>et al</em>. (2016) transferred <em>Pseudotyphlops </em>to the synonymy of <em>Rhinophis</em>, necessitating a new name for the species formerly known as <em>Pseudotyphlops philippinus </em>as <em>R. philippinus </em>was preoccupied. They determined that<em> Uropeltis</em><em>&#160;saffraganus </em>was the oldest available name and coined the combination <em>Rhinophis saffraganus</em>."
115604801,Cnemaspis minang,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,minang,,,,,"Iskandar, McGuire &amp; Amarasinghe, 2017",
55572,Aplastodiscus musicus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,musicus,,,,,"(B. Lutz, 1949)",This species was previously within the genus <em>Hyla</em> but has since been moved to the genus <em>Aplastodiscus</em> (Faivovich <em>et al.</em> 2005).
10241,Chersobius signatus,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chersobius,signatus,,,,,"(Gmelin, 1789)","Recently transferred from <em>Homopus</em> to <em>Chersobius</em>. The subspecies, <em>Homopus</em> <em>s. signatus</em> and <em>H. s. cafer</em>, are partially sympatric in the western Karoo (Boycott 1986; 1989, Bour 1988, Iverson 1992, Boycott and Bourquin 2000). Colour patterns used to distinguish the subspecies appear to relate to crypsis on different substrates. The status of a subpopulation from the Pofadder area requires further investigation (Daniels et al. 2010). Records of this species from Namibia (Mertens 1955, 1971) are referable to <em>C. solus</em> (Branch 2007)."
163454,Kinixys lobatsiana,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Kinixys,lobatsiana,,,,,"Power, 1927","No taxonomic issues, although may be confused with <em>K. spekii</em> as they are morphologically similar."
170521,Chersobius boulengeri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chersobius,boulengeri,,,,,"(Duerden, 1906)","The genus <em>Homopus</em> was found to be paraphyletic warranting resurrection of the genus <em>Chersobius</em> to accommodate the five-toed <em>Homopus</em> species (<em>C. boulengeri</em>, <em>C. signatus</em> and <em>C. solus</em> (Hofmeyr et al. 2017)."
11004,Kinixys natalensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Kinixys,natalensis,,,,,"Hewitt, 1935",No taxonomic issues.
84335525,Leptobrachella pyrrhops,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,pyrrhops,,,,,"(Poyarkov, Rowley, Gogoleva, Vassilieva, Galoyan &amp; Orlov, 2015)",
57090,Hylodes glaber,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,glaber,,,,,"(Miranda-Ribeiro, 1926)",The incorrect spelling <i>Hylodes glabrus</i> has had some use.
57184,Phantasmarana massarti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Phantasmarana,massarti,,,,,"(De Witte, 1930)","This species was removed from the synonymy of <em>Megaelosia goeldii</em> by Giaretta <em>et al.</em> (1993), where it had been placed by Lutz (1930)."
55027,Vitreorana parvula,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Vitreorana,parvula,,,,,"(Boulenger, 1895)","This species was resurrected from synonymy by Heyer (1985). There are taxonomic problems, and it may be synonymous with <em>Vitreorana uranoscapa </em>(Brazilian Red List Assessment Workshop 2021). According to Guayasamin<em> et al. </em>(2009),&#160;<em>Vitreorana parvula</em> and <em>V. uranoscopa</em> are hypothesized to be close relatives, and therefore synonymous, with <em>V. eurygnatha</em>."
21775,Thomasomys eleusis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,eleusis,,,,,"Thomas, 1926","Pacheco (2003) distinguished <em>Thomasomys eleusis</em> from <em>T. cinereus </em>and <em>T. ischyrus</em>, as a valid species. In addition, <em>T. eleusis</em> was found allied to <em>T. incanus</em> in the same clade."
39258,Caribicus anelpistus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLOGLOSSIDAE,Caribicus,anelpistus,,,,,"(Schwartz, Graham &amp; Duval, 1979)",
